|problem|case|correction|sep1|first_frame_bad|sep2|raw_dd_common|raw_dd_xing|raw_dd_info|raw_dd_vbri|raw_dd_id3v2|sep3|highest_tag|xing_present|lame_present|lame_valid|sep4|enc_delay|enc_padding|nogap_continued|nogap_continuation|sep5|bitrate_mode|bitrate_value|file
195|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2232|no|no|___|UNK|UNK|0000195.mp3
196|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000196.mp3
197|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1600|no|no|___|UNK|UNK|0000197.mp3
198|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000198.mp3
199|yes|C|26|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|failed|___|576|1017|no|no|___|UNK|UNK|0000199.mp3
200|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000200.mp3
201|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000201.mp3
202|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000202.mp3
203|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000203.mp3
204|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000204.mp3
205|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000205.mp3
206|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000206.mp3
207|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000207.mp3
208|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000208.mp3
209|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1583|no|no|___|UNK|UNK|0000209.mp3
210|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000210.mp3
211|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000211.mp3
212|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000212.mp3
213|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000213.mp3
214|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1668|no|no|___|UNK|UNK|0000214.mp3
215|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1265|no|no|___|UNK|UNK|0000215.mp3
216|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1752|no|no|___|UNK|UNK|0000216.mp3
217|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000217.mp3
218|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000218.mp3
219|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2119|no|no|___|UNK|UNK|0000219.mp3
220|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000220.mp3
221|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000221.mp3
222|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000222.mp3
223|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000223.mp3
224|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000224.mp3
225|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000225.mp3
226|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1536|no|no|___|UNK|UNK|0000226.mp3
227|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1889|no|no|___|UNK|UNK|0000227.mp3
228|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000228.mp3
229|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1140|no|no|___|UNK|UNK|0000229.mp3
230|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000230.mp3
231|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2172|no|no|___|UNK|UNK|0000231.mp3
232|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|932|no|no|___|UNK|UNK|0000232.mp3
233|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000233.mp3
234|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1287|no|no|___|UNK|UNK|0000234.mp3
235|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000235.mp3
236|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000236.mp3
237|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000237.mp3
238|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000238.mp3
239|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1260|no|no|___|UNK|UNK|0000239.mp3
240|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000240.mp3
241|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000241.mp3
242|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000242.mp3
243|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000243.mp3
244|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1176|no|no|___|UNK|UNK|0000244.mp3
245|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000245.mp3
246|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000246.mp3
247|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|1944|no|no|___|UNK|UNK|0000247.mp3
248|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000248.mp3
249|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000249.mp3
250|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000250.mp3
251|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000251.mp3
252|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1536|no|no|___|UNK|UNK|0000252.mp3
253|yes|C|26|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|failed|___|576|890|no|no|___|UNK|UNK|0000253.mp3
254|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000254.mp3
255|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|576|no|no|___|UNK|UNK|0000255.mp3
256|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000256.mp3
257|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|804|no|no|___|UNK|UNK|0000257.mp3
258|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1464|no|no|___|UNK|UNK|0000258.mp3
259|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|1201|UNK|UNK|UNK|___|UNK|UNK|0000259.mp3
260|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000260.mp3
261|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000261.mp3
262|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000262.mp3
263|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000263.mp3
264|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1656|no|no|___|UNK|UNK|0000264.mp3
265|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|792|no|no|___|UNK|UNK|0000265.mp3
266|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000266.mp3
267|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000267.mp3
268|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000268.mp3
269|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1415|no|no|___|UNK|UNK|0000269.mp3
270|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000270.mp3
271|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000271.mp3
272|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000272.mp3
273|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000273.mp3
274|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000274.mp3
275|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000275.mp3
276|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|576|no|no|___|UNK|UNK|0000276.mp3
277|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000277.mp3
278|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000278.mp3
279|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000279.mp3
280|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000280.mp3
281|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000281.mp3
282|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000282.mp3
283|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000283.mp3
284|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000284.mp3
285|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1681|no|no|___|UNK|UNK|0000285.mp3
286|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000286.mp3
287|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000287.mp3
288|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1472|no|no|___|UNK|UNK|0000288.mp3
289|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000289.mp3
290|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000290.mp3
291|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000291.mp3
292|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|612|no|no|___|UNK|UNK|0000292.mp3
293|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000293.mp3
294|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000294.mp3
295|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|2257|no|no|___|UNK|UNK|0000295.mp3
296|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000296.mp3
297|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000297.mp3
298|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000298.mp3
299|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1681|no|no|___|UNK|UNK|0000299.mp3
300|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000300.mp3
301|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000301.mp3
302|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1704|no|no|___|UNK|UNK|0000302.mp3
303|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|1201|UNK|UNK|UNK|___|UNK|UNK|0000303.mp3
304|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000304.mp3
305|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1137|no|no|___|UNK|UNK|0000305.mp3
306|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000306.mp3
307|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000307.mp3
308|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000308.mp3
309|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1856|no|no|___|UNK|UNK|0000309.mp3
310|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000310.mp3
311|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000311.mp3
312|yes|C|26|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|failed|___|576|808|no|no|___|UNK|UNK|0000312.mp3
313|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000313.mp3
314|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1954|no|no|___|UNK|UNK|0000314.mp3
315|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1056|no|no|___|UNK|UNK|0000315.mp3
316|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000316.mp3
317|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1105|no|no|___|UNK|UNK|0000317.mp3
318|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000318.mp3
319|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2208|no|no|___|UNK|UNK|0000319.mp3
320|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000320.mp3
321|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000321.mp3
322|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000322.mp3
323|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000323.mp3
324|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1356|no|no|___|UNK|UNK|0000324.mp3
325|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1984|no|no|___|UNK|UNK|0000325.mp3
326|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|1428|no|no|___|UNK|UNK|0000326.mp3
327|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000327.mp3
328|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000328.mp3
329|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|936|no|no|___|UNK|UNK|0000329.mp3
330|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000330.mp3
331|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1472|no|no|___|UNK|UNK|0000331.mp3
332|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000332.mp3
333|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|768|no|no|___|UNK|UNK|0000333.mp3
334|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000334.mp3
335|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000335.mp3
336|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000336.mp3
337|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|793|no|no|___|UNK|UNK|0000337.mp3
338|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000338.mp3
339|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000339.mp3
340|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000340.mp3
341|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000341.mp3
342|yes|B|26|___|no|___|Info|no|yes|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000342.mp3
343|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000343.mp3
344|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000344.mp3
345|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2138|no|no|___|UNK|UNK|0000345.mp3
346|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000346.mp3
347|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|576|no|no|___|UNK|UNK|0000347.mp3
348|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000348.mp3
349|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000349.mp3
350|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000350.mp3
351|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1417|no|no|___|UNK|UNK|0000351.mp3
352|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1632|no|no|___|UNK|UNK|0000352.mp3
353|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1472|no|no|___|UNK|UNK|0000353.mp3
354|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000354.mp3
355|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000355.mp3
356|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|932|no|no|___|UNK|UNK|0000356.mp3
357|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000357.mp3
358|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1856|no|no|___|UNK|UNK|0000358.mp3
359|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1002|no|no|___|UNK|UNK|0000359.mp3
360|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2195|no|no|___|UNK|UNK|0000360.mp3
361|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2299|no|no|___|UNK|UNK|0000361.mp3
362|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|2113|no|no|___|UNK|UNK|0000362.mp3
363|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2184|no|no|___|UNK|UNK|0000363.mp3
364|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000364.mp3
365|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1539|no|no|___|UNK|UNK|0000365.mp3
366|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000366.mp3
367|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000367.mp3
368|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1440|no|no|___|UNK|UNK|0000368.mp3
369|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000369.mp3
370|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|909|no|no|___|UNK|UNK|0000370.mp3
371|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000371.mp3
372|no|D|0|___|no|___||no|no|no|no|___|lame|yes|yes|passed|___|576|1848|no|no|___|UNK|UNK|0000372.mp3
373|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000373.mp3
374|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2195|no|no|___|UNK|UNK|0000374.mp3
375|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|2166|no|no|___|UNK|UNK|0000375.mp3
376|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|576|no|no|___|UNK|UNK|0000376.mp3
377|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|0|no|no|___|UNK|UNK|0000377.mp3
378|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1056|no|no|___|UNK|UNK|0000378.mp3
379|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000379.mp3
380|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000380.mp3
381|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0000381.mp3
382|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1517|no|no|___|UNK|UNK|0000382.mp3
383|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000383.mp3
384|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2232|no|no|___|UNK|UNK|0000384.mp3
385|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000385.mp3
386|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1752|no|no|___|UNK|UNK|0000386.mp3
387|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000387.mp3
388|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000388.mp3
389|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000389.mp3
390|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000390.mp3
391|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000391.mp3
392|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0000392.mp3
